#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABRACL	TMX1	9606.ENSP00000356632	9606.ENSP00000393316	0	0	0	0	0.133	0	0	0.358	0.419
CENPE	SKA2	9606.ENSP00000265148	9606.ENSP00000333433	0	0	0	0	0.139	0	0	0.340	0.408
CENPE	IL21R	9606.ENSP00000265148	9606.ENSP00000338010	0	0	0	0	0	0	0	0.433	0.433
CENPE	E2F8	9606.ENSP00000265148	9606.ENSP00000481103	0	0	0	0	0.393	0	0	0.204	0.496
CENPE	NUMA1	9606.ENSP00000265148	9606.ENSP00000377298	0	0	0	0	0.063	0	0	0.502	0.513
CENPE	UHRF1	9606.ENSP00000265148	9606.ENSP00000479617	0	0	0	0	0.462	0	0	0.150	0.523
CENPE	RAD54L	9606.ENSP00000265148	9606.ENSP00000361043	0	0	0	0	0.386	0.081	0	0.234	0.530
CENPE	FAM83D	9606.ENSP00000265148	9606.ENSP00000481110	0	0	0	0	0.533	0	0	0.250	0.635
CENPE	SPC25	9606.ENSP00000265148	9606.ENSP00000282074	0	0	0	0	0.567	0	0	0.193	0.636
CENPE	SPC24	9606.ENSP00000265148	9606.ENSP00000465075	0	0	0	0	0.413	0	0	0.554	0.727
CENPE	EXO1	9606.ENSP00000265148	9606.ENSP00000355506	0	0	0	0	0.709	0	0	0.183	0.752
CENPE	MCM10	9606.ENSP00000265148	9606.ENSP00000418268	0	0	0	0	0.733	0	0	0.154	0.764
CENPE	RRM2	9606.ENSP00000265148	9606.ENSP00000353770	0	0	0	0	0.709	0	0	0.314	0.792
CENPE	SHCBP1	9606.ENSP00000265148	9606.ENSP00000306473	0	0	0	0	0.773	0.075	0	0.260	0.831
CENPE	KIF14	9606.ENSP00000265148	9606.ENSP00000356319	0	0	0	0.571	0.808	0	0	0.643	0.860
CENPE	FOXM1	9606.ENSP00000265148	9606.ENSP00000342307	0	0	0	0	0.743	0.058	0	0.483	0.864
CENPE	HJURP	9606.ENSP00000265148	9606.ENSP00000414109	0	0	0	0	0.814	0	0	0.342	0.872
CENPE	MAPRE1	9606.ENSP00000265148	9606.ENSP00000364721	0	0	0	0	0.099	0.749	0	0.518	0.881
CENPE	PTTG1	9606.ENSP00000265148	9606.ENSP00000377536	0	0	0	0	0.701	0	0	0.622	0.882
CENPE	MELK	9606.ENSP00000265148	9606.ENSP00000298048	0	0	0	0	0.842	0.056	0	0.323	0.890
CENPE	PBK	9606.ENSP00000265148	9606.ENSP00000428489	0	0	0	0	0.850	0.104	0	0.249	0.890
CENPE	HMMR	9606.ENSP00000265148	9606.ENSP00000377492	0	0	0	0	0.843	0	0	0.333	0.891
CENPE	DEPDC1	9606.ENSP00000265148	9606.ENSP00000412292	0	0	0	0	0.869	0	0	0.269	0.900
CENPE	TPX2	9606.ENSP00000265148	9606.ENSP00000300403	0	0	0	0	0.887	0	0	0.508	0.942
CENPE	NEK2	9606.ENSP00000265148	9606.ENSP00000355966	0	0	0	0	0.881	0.058	0	0.533	0.943
CENPE	CKAP2	9606.ENSP00000265148	9606.ENSP00000367276	0	0	0	0	0.932	0	0	0.248	0.947
CENPE	CEP55	9606.ENSP00000265148	9606.ENSP00000360540	0	0	0	0	0.885	0.056	0	0.561	0.948
CENPE	KIF15	9606.ENSP00000265148	9606.ENSP00000324020	0	0	0	0.606	0.909	0	0.500	0.623	0.963
CENPE	KIF20A	9606.ENSP00000265148	9606.ENSP00000378356	0	0	0	0.572	0.923	0.270	0.500	0.643	0.977
CENPE	TOP2A	9606.ENSP00000265148	9606.ENSP00000411532	0	0	0	0	0.959	0	0	0.538	0.980
CENPE	NUF2	9606.ENSP00000265148	9606.ENSP00000271452	0	0	0	0	0.828	0.550	0	0.867	0.988
CENPE	TTK	9606.ENSP00000265148	9606.ENSP00000358813	0	0	0	0	0.983	0.150	0	0.583	0.993
CENPE	CENPF	9606.ENSP00000265148	9606.ENSP00000355922	0	0	0	0	0.958	0.192	0	0.891	0.995
CENPF	MYBL2	9606.ENSP00000355922	9606.ENSP00000217026	0	0	0	0	0.512	0	0	0.421	0.705
CENPF	NCAPH	9606.ENSP00000355922	9606.ENSP00000240423	0	0	0	0	0.600	0	0	0.293	0.705
CENPF	MND1	9606.ENSP00000355922	9606.ENSP00000240488	0	0	0	0	0.804	0	0	0.120	0.820
CENPF	DLGAP5	9606.ENSP00000355922	9606.ENSP00000247191	0	0	0	0	0.931	0	0	0.568	0.969
CENPF	NCAPG	9606.ENSP00000355922	9606.ENSP00000251496	0	0	0	0	0.923	0	0	0.525	0.961
CENPF	KIF11	9606.ENSP00000355922	9606.ENSP00000260731	0	0	0	0	0.925	0	0	0.563	0.966
CENPF	NDC80	9606.ENSP00000355922	9606.ENSP00000261597	0	0	0	0	0.909	0	0.720	0.710	0.991
CENPF	MCM4	9606.ENSP00000355922	9606.ENSP00000262105	0	0	0	0	0.569	0	0	0.285	0.679
CENPF	DEPDC1B	9606.ENSP00000355922	9606.ENSP00000265036	0	0	0	0	0.608	0	0	0.118	0.640
CENPF	NUF2	9606.ENSP00000355922	9606.ENSP00000271452	0	0	0	0	0.892	0	0	0.622	0.957
CENPF	SPC25	9606.ENSP00000355922	9606.ENSP00000282074	0	0	0	0	0.424	0	0	0.220	0.532
CENPF	MELK	9606.ENSP00000355922	9606.ENSP00000298048	0	0	0	0	0.874	0	0	0.508	0.935
CENPF	TPX2	9606.ENSP00000355922	9606.ENSP00000300403	0	0	0	0	0.892	0	0	0.559	0.950
CENPF	SHCBP1	9606.ENSP00000355922	9606.ENSP00000306473	0	0	0	0	0.618	0	0	0.091	0.638
CENPF	NQO1	9606.ENSP00000355922	9606.ENSP00000319788	0	0	0	0	0.065	0	0	0.439	0.453
CENPF	KIF15	9606.ENSP00000355922	9606.ENSP00000324020	0	0	0	0	0.902	0	0	0.462	0.945
CENPF	SKA2	9606.ENSP00000355922	9606.ENSP00000333433	0	0	0	0	0.255	0	0.900	0.298	0.943
CENPF	IL21R	9606.ENSP00000355922	9606.ENSP00000338010	0	0	0	0	0	0	0	0.415	0.414
CENPF	FOXM1	9606.ENSP00000355922	9606.ENSP00000342307	0	0	0	0	0.819	0	0.900	0.611	0.992
CENPF	RRM2	9606.ENSP00000355922	9606.ENSP00000353770	0	0	0	0	0.915	0	0	0.465	0.952
CENPF	EXO1	9606.ENSP00000355922	9606.ENSP00000355506	0	0	0	0	0.801	0	0	0.336	0.862
CENPF	GAS2L3	9606.ENSP00000355922	9606.ENSP00000448955	0	0	0	0	0.139	0	0	0.347	0.415
CENPF	PLAU	9606.ENSP00000355922	9606.ENSP00000361850	0	0	0	0	0	0	0	0.505	0.505
CENPF	UHRF1	9606.ENSP00000355922	9606.ENSP00000479617	0	0	0	0	0.464	0	0	0.229	0.569
CENPF	SPC24	9606.ENSP00000355922	9606.ENSP00000465075	0	0	0	0	0.272	0	0	0.462	0.591
CENPF	NUMA1	9606.ENSP00000355922	9606.ENSP00000377298	0	0	0	0	0	0	0	0.652	0.653
CENPF	FAM83D	9606.ENSP00000355922	9606.ENSP00000481110	0	0	0	0	0.680	0	0	0.203	0.734
CENPF	RAD54L	9606.ENSP00000355922	9606.ENSP00000361043	0	0	0	0	0.657	0	0	0.311	0.754
CENPF	E2F8	9606.ENSP00000355922	9606.ENSP00000481103	0	0	0	0	0.721	0	0	0.214	0.772
CENPF	MCM10	9606.ENSP00000355922	9606.ENSP00000418268	0	0	0	0	0.706	0	0	0.321	0.792
CENPF	KIF14	9606.ENSP00000355922	9606.ENSP00000356319	0	0	0	0	0.809	0.270	0	0.515	0.926
CENPF	CKAP2	9606.ENSP00000355922	9606.ENSP00000367276	0	0	0	0	0.915	0	0	0.205	0.930
CENPF	HJURP	9606.ENSP00000355922	9606.ENSP00000414109	0	0	0	0	0.894	0	0	0.376	0.931
CENPF	HMMR	9606.ENSP00000355922	9606.ENSP00000377492	0	0	0	0	0.880	0	0	0.459	0.932
CENPF	PTTG1	9606.ENSP00000355922	9606.ENSP00000377536	0	0	0	0	0.856	0	0	0.608	0.941
CENPF	DEPDC1	9606.ENSP00000355922	9606.ENSP00000412292	0	0	0	0	0.928	0	0	0.325	0.949
CENPF	PBK	9606.ENSP00000355922	9606.ENSP00000428489	0	0	0	0	0.916	0	0	0.459	0.952
CENPF	NEK2	9606.ENSP00000355922	9606.ENSP00000355966	0	0	0	0	0.893	0	0	0.656	0.961
CENPF	KIF20A	9606.ENSP00000355922	9606.ENSP00000378356	0	0	0	0	0.926	0	0	0.522	0.963
CENPF	CEP55	9606.ENSP00000355922	9606.ENSP00000360540	0	0	0	0	0.933	0	0	0.520	0.966
CENPF	TTK	9606.ENSP00000355922	9606.ENSP00000358813	0	0	0	0	0.935	0	0	0.517	0.967
CENPF	TOP2A	9606.ENSP00000355922	9606.ENSP00000411532	0	0	0	0	0.963	0	0	0.641	0.986
CEP55	MYBL2	9606.ENSP00000360540	9606.ENSP00000217026	0	0	0	0	0.521	0	0	0.359	0.680
CEP55	NCAPH	9606.ENSP00000360540	9606.ENSP00000240423	0	0	0	0	0.741	0	0	0.473	0.858
CEP55	MND1	9606.ENSP00000360540	9606.ENSP00000240488	0	0	0	0	0.687	0	0	0	0.687
CEP55	DLGAP5	9606.ENSP00000360540	9606.ENSP00000247191	0	0	0	0	0.937	0	0	0.574	0.972
CEP55	NCAPG	9606.ENSP00000360540	9606.ENSP00000251496	0	0	0	0	0.923	0	0	0.376	0.950
CEP55	KIF11	9606.ENSP00000360540	9606.ENSP00000260731	0	0	0	0	0.957	0.056	0	0.466	0.976
CEP55	NDC80	9606.ENSP00000360540	9606.ENSP00000261597	0	0	0	0	0.910	0	0	0.399	0.944
CEP55	MCM4	9606.ENSP00000360540	9606.ENSP00000262105	0	0	0	0	0.682	0	0	0.170	0.725
CEP55	PDCD6	9606.ENSP00000360540	9606.ENSP00000264933	0	0	0	0	0	0	0	0.720	0.720
CEP55	DEPDC1B	9606.ENSP00000360540	9606.ENSP00000265036	0	0	0	0	0.608	0	0	0.231	0.686
CEP55	NUF2	9606.ENSP00000360540	9606.ENSP00000271452	0	0	0	0	0.830	0	0	0.601	0.929
CEP55	SPC25	9606.ENSP00000360540	9606.ENSP00000282074	0	0	0	0	0.687	0	0	0.141	0.719
CEP55	MELK	9606.ENSP00000360540	9606.ENSP00000298048	0	0	0	0	0.908	0	0	0.498	0.952
CEP55	TPX2	9606.ENSP00000360540	9606.ENSP00000300403	0	0	0	0	0.859	0	0	0.421	0.914
CEP55	SHCBP1	9606.ENSP00000360540	9606.ENSP00000306473	0	0	0	0	0.804	0	0	0.230	0.843
CEP55	KIF15	9606.ENSP00000360540	9606.ENSP00000324020	0	0	0	0	0.892	0.056	0	0.434	0.937
CEP55	FOXM1	9606.ENSP00000360540	9606.ENSP00000342307	0	0	0	0	0.826	0	0	0.583	0.924
CEP55	RRM2	9606.ENSP00000360540	9606.ENSP00000353770	0	0	0	0	0.919	0	0	0.562	0.963
CEP55	EXO1	9606.ENSP00000360540	9606.ENSP00000355506	0	0	0	0	0.803	0	0	0.177	0.831
CEP55	NEK2	9606.ENSP00000360540	9606.ENSP00000355966	0	0	0	0	0.871	0	0	0.483	0.930
CEP55	KIF14	9606.ENSP00000360540	9606.ENSP00000356319	0	0	0	0	0.842	0.281	0	0.476	0.935
CEP55	TTK	9606.ENSP00000360540	9606.ENSP00000358813	0	0	0	0	0.943	0	0	0.519	0.971
CEP55	SPC24	9606.ENSP00000360540	9606.ENSP00000465075	0	0	0	0	0.358	0	0	0.307	0.537
CEP55	MTFR2	9606.ENSP00000360540	9606.ENSP00000395232	0	0	0	0	0.583	0	0	0	0.583
CEP55	GAS2L3	9606.ENSP00000360540	9606.ENSP00000448955	0	0	0	0	0.162	0	0	0.556	0.612
CEP55	UHRF1	9606.ENSP00000360540	9606.ENSP00000479617	0	0	0	0	0.522	0	0	0.322	0.662
CEP55	E2F8	9606.ENSP00000360540	9606.ENSP00000481103	0	0	0	0	0.671	0	0	0.124	0.700
CEP55	FAM83D	9606.ENSP00000360540	9606.ENSP00000481110	0	0	0	0	0.564	0	0	0.373	0.715
CEP55	RAD54L	9606.ENSP00000360540	9606.ENSP00000361043	0	0	0	0	0.669	0	0	0.383	0.787
CEP55	MCM10	9606.ENSP00000360540	9606.ENSP00000418268	0	0	0	0	0.785	0	0	0.288	0.841
CEP55	HJURP	9606.ENSP00000360540	9606.ENSP00000414109	0	0	0	0	0.839	0	0	0.324	0.887
CEP55	DEPDC1	9606.ENSP00000360540	9606.ENSP00000412292	0	0	0	0	0.860	0	0	0.414	0.914
CEP55	PTTG1	9606.ENSP00000360540	9606.ENSP00000377536	0	0	0	0	0.831	0	0	0.519	0.915
CEP55	HMMR	9606.ENSP00000360540	9606.ENSP00000377492	0	0	0	0	0.907	0	0	0.295	0.931
CEP55	CKAP2	9606.ENSP00000360540	9606.ENSP00000367276	0	0	0	0	0.887	0	0	0.452	0.935
CEP55	PBK	9606.ENSP00000360540	9606.ENSP00000428489	0	0	0	0	0.924	0	0	0.560	0.965
CEP55	KIF20A	9606.ENSP00000360540	9606.ENSP00000378356	0	0	0	0	0.914	0.059	0	0.617	0.966
CEP55	TOP2A	9606.ENSP00000360540	9606.ENSP00000411532	0	0	0	0	0.937	0	0	0.529	0.969
CES4A	ESD	9606.ENSP00000444052	9606.ENSP00000367992	0.059	0	0	0	0	0.142	0	0.473	0.537
CHRDL1	MAMDC2	9606.ENSP00000361112	9606.ENSP00000366387	0	0	0	0	0.069	0	0	0.406	0.423
CHRDL1	MFAP4	9606.ENSP00000361112	9606.ENSP00000378957	0	0	0	0	0.083	0	0	0.498	0.520
CHST6	OGN	9606.ENSP00000328983	9606.ENSP00000262551	0	0	0	0	0	0	0.900	0.156	0.912
CHST6	FMOD	9606.ENSP00000328983	9606.ENSP00000347041	0	0	0	0	0	0	0.900	0.065	0.902
CHST6	OMD	9606.ENSP00000328983	9606.ENSP00000364700	0	0	0	0	0	0	0.900	0.122	0.908
CKAP2	NCAPH	9606.ENSP00000367276	9606.ENSP00000240423	0	0	0	0	0.559	0	0	0	0.559
CKAP2	DLGAP5	9606.ENSP00000367276	9606.ENSP00000247191	0	0	0	0	0.937	0	0	0.288	0.953
CKAP2	NCAPG	9606.ENSP00000367276	9606.ENSP00000251496	0	0	0	0	0.782	0	0	0.264	0.833
CKAP2	KIF11	9606.ENSP00000367276	9606.ENSP00000260731	0	0	0	0	0.954	0	0	0.444	0.973
CKAP2	NDC80	9606.ENSP00000367276	9606.ENSP00000261597	0	0	0	0	0.948	0	0	0.092	0.950
CKAP2	NUF2	9606.ENSP00000367276	9606.ENSP00000271452	0	0	0	0	0.776	0	0	0.200	0.813
CKAP2	SPC25	9606.ENSP00000367276	9606.ENSP00000282074	0	0	0	0	0.546	0	0	0	0.546
CKAP2	MELK	9606.ENSP00000367276	9606.ENSP00000298048	0	0	0	0	0.775	0	0	0.128	0.796
CKAP2	TPX2	9606.ENSP00000367276	9606.ENSP00000300403	0	0	0	0	0.899	0	0	0.161	0.911
CKAP2	SHCBP1	9606.ENSP00000367276	9606.ENSP00000306473	0	0	0	0	0.599	0	0	0.209	0.670
CKAP2	KIF15	9606.ENSP00000367276	9606.ENSP00000324020	0	0	0	0	0.897	0	0	0	0.897
CKAP2	RRM2	9606.ENSP00000367276	9606.ENSP00000353770	0	0	0	0	0.815	0	0	0.169	0.840
CKAP2	NEK2	9606.ENSP00000367276	9606.ENSP00000355966	0	0	0	0	0.867	0	0	0.238	0.895
CKAP2	TTK	9606.ENSP00000367276	9606.ENSP00000358813	0	0	0	0	0.951	0	0	0.087	0.953
CKAP2	GAS2L3	9606.ENSP00000367276	9606.ENSP00000448955	0	0	0	0	0.123	0	0	0.395	0.447
CKAP2	PTTG1	9606.ENSP00000367276	9606.ENSP00000377536	0	0	0	0	0.385	0	0	0.220	0.500
CKAP2	UHRF1	9606.ENSP00000367276	9606.ENSP00000479617	0	0	0	0	0.512	0	0	0.067	0.525
CKAP2	HMMR	9606.ENSP00000367276	9606.ENSP00000377492	0	0	0	0	0.729	0	0	0.333	0.811
CKAP2	PBK	9606.ENSP00000367276	9606.ENSP00000428489	0	0	0	0	0.839	0	0	0.110	0.851
CKAP2	DEPDC1	9606.ENSP00000367276	9606.ENSP00000412292	0	0	0	0	0.873	0	0	0.067	0.876
CKAP2	HJURP	9606.ENSP00000367276	9606.ENSP00000414109	0	0	0	0	0.855	0	0	0.400	0.909
CKAP2	KIF20A	9606.ENSP00000367276	9606.ENSP00000378356	0	0	0	0	0.888	0	0	0.293	0.917
CKAP2	TOP2A	9606.ENSP00000367276	9606.ENSP00000411532	0	0	0	0	0.933	0	0	0.324	0.953
CLEC11A	SLITRK6	9606.ENSP00000250340	9606.ENSP00000383143	0	0	0	0	0	0	0	0.401	0.401
CLEC11A	CXCL10	9606.ENSP00000250340	9606.ENSP00000305651	0	0	0	0	0	0	0	0.459	0.459
CLEC11A	RBP7	9606.ENSP00000250340	9606.ENSP00000294435	0	0	0	0	0	0.061	0	0.488	0.499
CLEC11A	CXCL9	9606.ENSP00000250340	9606.ENSP00000354901	0	0	0	0	0	0	0	0.518	0.518
CNKSR2	MAPK1	9606.ENSP00000368824	9606.ENSP00000215832	0	0	0	0	0.062	0.251	0.600	0.103	0.714
CNN1	MMP2	9606.ENSP00000252456	9606.ENSP00000219070	0	0	0	0	0.091	0	0	0.445	0.474
CNN1	MAPRE1	9606.ENSP00000252456	9606.ENSP00000364721	0	0	0	0	0	0	0	0.535	0.535
CNN1	SPC24	9606.ENSP00000252456	9606.ENSP00000465075	0	0	0	0	0.049	0	0	0.960	0.961
CNTN3	FLRT1	9606.ENSP00000263665	9606.ENSP00000246841	0	0	0	0	0.076	0.182	0	0.497	0.587
CNTN3	PCDH10	9606.ENSP00000263665	9606.ENSP00000264360	0	0	0	0	0.117	0	0	0.350	0.402
CNTN3	EFEMP2	9606.ENSP00000263665	9606.ENSP00000309953	0	0	0	0	0.065	0	0	0.418	0.432
COL28A1	OGN	9606.ENSP00000382356	9606.ENSP00000262551	0	0	0	0	0.079	0.129	0	0.505	0.568
COL28A1	PLOD2	9606.ENSP00000382356	9606.ENSP00000282903	0	0	0	0	0.051	0.078	0.600	0.115	0.648
COL28A1	SHCBP1	9606.ENSP00000382356	9606.ENSP00000306473	0	0	0	0	0	0	0	0.490	0.490
COL28A1	P4HB	9606.ENSP00000382356	9606.ENSP00000327801	0	0	0	0	0	0.062	0.600	0.082	0.625
COL28A1	COL4A1	9606.ENSP00000382356	9606.ENSP00000364979	0	0	0.266	0.612	0.062	0.076	0.300	0.058	0.404
COL28A1	COL2A1	9606.ENSP00000382356	9606.ENSP00000369889	0	0	0.274	0.632	0	0.076	0.300	0.123	0.405
COL2A1	DCN	9606.ENSP00000369889	9606.ENSP00000052754	0	0	0	0	0.100	0.076	0	0.491	0.539
COL2A1	MMP2	9606.ENSP00000369889	9606.ENSP00000219070	0	0	0	0	0.123	0.231	0	0.342	0.518
COL2A1	NT5E	9606.ENSP00000369889	9606.ENSP00000257770	0	0	0	0	0	0	0	0.431	0.431
COL2A1	HAPLN1	9606.ENSP00000369889	9606.ENSP00000274341	0	0	0	0	0	0	0	0.561	0.561
COL2A1	PLOD2	9606.ENSP00000369889	9606.ENSP00000282903	0	0	0	0	0.062	0.144	0.600	0.193	0.706
COL2A1	IHH	9606.ENSP00000369889	9606.ENSP00000295731	0	0	0	0	0	0	0	0.710	0.710
COL2A1	FGF13	9606.ENSP00000369889	9606.ENSP00000322390	0	0	0	0	0	0.056	0	0.392	0.401
COL2A1	MMP1	9606.ENSP00000369889	9606.ENSP00000322788	0	0	0	0	0	0.227	0	0.477	0.579
COL2A1	P4HB	9606.ENSP00000369889	9606.ENSP00000327801	0	0	0	0	0	0.058	0.600	0.152	0.652
COL2A1	FMOD	9606.ENSP00000369889	9606.ENSP00000347041	0	0	0	0	0.063	0.076	0	0.587	0.611
COL2A1	CTGF	9606.ENSP00000369889	9606.ENSP00000356954	0	0	0	0	0.062	0	0	0.430	0.443
COL2A1	RUNX2	9606.ENSP00000369889	9606.ENSP00000360493	0	0	0	0	0	0	0	0.822	0.822
COL2A1	MMP9	9606.ENSP00000369889	9606.ENSP00000361405	0	0	0	0	0	0.146	0	0.479	0.536
COL2A1	COL4A1	9606.ENSP00000369889	9606.ENSP00000364979	0	0	0.403	0.714	0.083	0.164	0.300	0.424	0.539
COL2A1	SPP1	9606.ENSP00000369889	9606.ENSP00000378517	0	0	0	0	0	0	0	0.587	0.587
COL2A1	SDC1	9606.ENSP00000369889	9606.ENSP00000370542	0	0	0	0	0	0	0.900	0.052	0.901
COL4A1	DCN	9606.ENSP00000364979	9606.ENSP00000052754	0	0	0	0	0.164	0.241	0	0.324	0.534
COL4A1	MMP2	9606.ENSP00000364979	9606.ENSP00000219070	0	0	0	0	0.356	0.391	0	0.460	0.769
COL4A1	PLOD2	9606.ENSP00000364979	9606.ENSP00000282903	0	0	0	0	0.170	0.152	0.600	0.412	0.812
COL4A1	P4HB	9606.ENSP00000364979	9606.ENSP00000327801	0	0	0	0	0.063	0.058	0.600	0.147	0.658
COL4A1	CTGF	9606.ENSP00000364979	9606.ENSP00000356954	0	0	0	0	0.346	0	0	0.461	0.633
COL4A1	MMP9	9606.ENSP00000364979	9606.ENSP00000361405	0	0	0	0	0	0.442	0	0.407	0.655
COL4A1	EFEMP1	9606.ENSP00000364979	9606.ENSP00000378058	0	0	0	0	0.312	0.076	0	0.183	0.435
COL4A1	SPP1	9606.ENSP00000364979	9606.ENSP00000378517	0	0	0	0	0.076	0	0.500	0.260	0.628
COL4A1	SDC1	9606.ENSP00000364979	9606.ENSP00000370542	0	0	0	0	0.090	0	0.900	0.150	0.915
CTGF	DCN	9606.ENSP00000356954	9606.ENSP00000052754	0	0	0	0	0.157	0	0	0.825	0.847
CTGF	MMP2	9606.ENSP00000356954	9606.ENSP00000219070	0	0	0	0	0.261	0	0	0.677	0.752
CTGF	MSX2	9606.ENSP00000356954	9606.ENSP00000239243	0	0	0	0	0.062	0	0	0.456	0.468
CTGF	FOS	9606.ENSP00000356954	9606.ENSP00000306245	0	0	0	0	0.065	0	0	0.468	0.481
CTGF	FGF13	9606.ENSP00000356954	9606.ENSP00000322390	0	0	0	0	0	0	0	0.517	0.517
CTGF	MMP1	9606.ENSP00000356954	9606.ENSP00000322788	0	0	0	0	0.098	0	0	0.562	0.588
CTGF	FMOD	9606.ENSP00000356954	9606.ENSP00000347041	0	0	0	0	0.118	0	0	0.412	0.460
CTGF	NR3C2	9606.ENSP00000356954	9606.ENSP00000350815	0	0	0	0	0	0	0	0.400	0.400
CTGF	TGM2	9606.ENSP00000356954	9606.ENSP00000355330	0	0	0	0	0.096	0	0	0.425	0.458
CTGF	MMP12	9606.ENSP00000356954	9606.ENSP00000458585	0	0	0	0	0	0	0	0.410	0.410
CTGF	MOB1A	9606.ENSP00000356954	9606.ENSP00000379364	0	0	0	0	0	0	0	0.413	0.412
CTGF	PLAU	9606.ENSP00000356954	9606.ENSP00000361850	0	0	0	0	0.098	0	0	0.390	0.426
CTGF	RUNX2	9606.ENSP00000356954	9606.ENSP00000360493	0	0	0	0	0	0	0	0.505	0.505
CTGF	EFEMP1	9606.ENSP00000356954	9606.ENSP00000378058	0	0	0	0	0.335	0.079	0	0.272	0.516
CTGF	CXCL12	9606.ENSP00000356954	9606.ENSP00000379140	0	0	0	0	0.135	0	0	0.507	0.555
CTGF	SEMA5A	9606.ENSP00000356954	9606.ENSP00000371936	0	0	0	0	0.076	0	0	0.603	0.618
CTGF	SPP1	9606.ENSP00000356954	9606.ENSP00000378517	0	0	0	0	0.076	0	0	0.610	0.624
CTGF	MMP9	9606.ENSP00000356954	9606.ENSP00000361405	0	0	0	0	0	0	0	0.698	0.698
CTGF	TGFBR1	9606.ENSP00000356954	9606.ENSP00000364133	0	0	0	0	0	0	0	0.701	0.702
CTGF	WWTR1	9606.ENSP00000356954	9606.ENSP00000419465	0	0	0	0	0.211	0	0.900	0.692	0.973
CTSV	MYBL2	9606.ENSP00000445052	9606.ENSP00000217026	0	0	0	0	0.088	0.068	0	0.533	0.568
CTSV	TRH	9606.ENSP00000445052	9606.ENSP00000303452	0	0	0	0	0	0	0	0.414	0.414
CTSV	MMP9	9606.ENSP00000445052	9606.ENSP00000361405	0	0	0	0	0.062	0	0.300	0.292	0.495
CUX2	PAX6	9606.ENSP00000261726	9606.ENSP00000404100	0	0	0	0	0.062	0.158	0	0.483	0.556
CUX2	RORB	9606.ENSP00000261726	9606.ENSP00000366093	0	0	0	0	0.090	0	0	0.632	0.651
CXCL10	MMP2	9606.ENSP00000305651	9606.ENSP00000219070	0	0	0	0	0	0	0	0.424	0.424
CXCL10	CXCL6	9606.ENSP00000305651	9606.ENSP00000226317	0	0	0	0.793	0.085	0.270	0	0.776	0.414
CXCL10	CXCL13	9606.ENSP00000305651	9606.ENSP00000286758	0	0	0	0	0.153	0	0.900	0.712	0.973
CXCL10	FGF13	9606.ENSP00000305651	9606.ENSP00000322390	0	0	0	0	0	0	0	0.459	0.459
CXCL10	SPP1	9606.ENSP00000305651	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.458	0.469
CXCL10	MMP1	9606.ENSP00000305651	9606.ENSP00000322788	0	0	0	0	0.065	0	0	0.456	0.469
CXCL10	MMP12	9606.ENSP00000305651	9606.ENSP00000458585	0	0	0	0	0.139	0	0	0.457	0.512
CXCL10	CXCL17	9606.ENSP00000305651	9606.ENSP00000472467	0	0	0	0	0	0.237	0	0.395	0.518
CXCL10	LCN2	9606.ENSP00000305651	9606.ENSP00000362108	0	0	0	0	0.085	0	0	0.504	0.527
CXCL10	MMP9	9606.ENSP00000305651	9606.ENSP00000361405	0	0	0	0	0.140	0	0	0.611	0.651
CXCL10	CXCL12	9606.ENSP00000305651	9606.ENSP00000379140	0	0	0	0	0	0.237	0	0.739	0.792
CXCL10	ISG15	9606.ENSP00000305651	9606.ENSP00000368699	0	0	0	0	0.394	0	0	0.700	0.811
CXCL10	GBP5	9606.ENSP00000305651	9606.ENSP00000359488	0	0	0	0	0.670	0	0	0.455	0.812
CXCL10	CXCL11	9606.ENSP00000305651	9606.ENSP00000306884	0	0	0	0.818	0.841	0.237	0.900	0.882	0.988
CXCL10	CXCL9	9606.ENSP00000305651	9606.ENSP00000354901	0	0	0	0.862	0.848	0.272	0.900	0.918	0.989
CXCL11	CXCL6	9606.ENSP00000306884	9606.ENSP00000226317	0	0	0	0	0.086	0	0	0.774	0.784
CXCL11	CXCL13	9606.ENSP00000306884	9606.ENSP00000286758	0	0	0	0	0.153	0	0.800	0.692	0.943
CXCL11	MMP1	9606.ENSP00000306884	9606.ENSP00000322788	0	0	0	0	0.076	0	0	0.392	0.414
CXCL11	MMP9	9606.ENSP00000306884	9606.ENSP00000361405	0	0	0	0	0.088	0	0	0.460	0.486
CXCL11	ISG15	9606.ENSP00000306884	9606.ENSP00000368699	0	0	0	0	0.176	0	0	0.468	0.543
CXCL11	GBP5	9606.ENSP00000306884	9606.ENSP00000359488	0	0	0	0	0.335	0	0	0.442	0.613
CXCL11	CXCL12	9606.ENSP00000306884	9606.ENSP00000379140	0	0	0	0	0	0.237	0	0.727	0.783
CXCL11	CXCL9	9606.ENSP00000306884	9606.ENSP00000354901	0	0	0	0.846	0.749	0.237	0.900	0.884	0.982
CXCL12	DCN	9606.ENSP00000379140	9606.ENSP00000052754	0	0	0	0	0.556	0	0	0.335	0.692
CXCL12	MAPK1	9606.ENSP00000379140	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.266	0.923
